timestamp,sensor_id,latitude,longitude,pm25,pm10,no2,o3,co,aqi,temperature,humidity
2025-10-23 13:43:47.322289,DL_RK_PURAM,28.5672,77.1822,248.67,447.6,79.47,42.41,4.401,298,14.7,56.2
2025-10-23 16:43:47.322289,DL_RK_PURAM,28.5672,77.1822,261.56,470.8,103.91,71.47,3.731,308,12.0,60.3
2025-10-23 22:43:47.322289,DL_RK_PURAM,28.5672,77.1822,284.49,512.08,91.83,85.78,2.467,327,20.2,38.4
2025-10-24 01:43:47.322289,DL_RK_PURAM,28.5672,77.1822,318.56,573.4,119.93,27.75,2.074,354,24.8,48.6
2025-10-24 04:43:47.322289,DL_RK_PURAM,28.5672,77.1822,228.1,410.57,70.29,60.51,1.695,277,27.0,39.5
2025-10-24 07:43:47.322289,DL_RK_PURAM,28.5672,77.1822,185.88,334.59,86.25,59.22,4.634,235,24.5,39.2
2025-10-24 10:43:47.322289,DL_RK_PURAM,28.5672,77.1822,335.28,603.5,69.63,74.33,2.449,367,17.1,55.2
2025-10-24 13:43:47.322289,DL_RK_PURAM,28.5672,77.1822,204.63,368.34,59.17,73.48,5.439,254,14.8,63.3
2025-10-24 16:43:47.322289,DL_RK_PURAM,28.5672,77.1822,352.06,633.72,84.77,68.25,5.584,381,12.0,52.1
2025-10-24 22:43:47.322289,DL_RK_PURAM,28.5672,77.1822,342.68,616.83,97.71,52.57,4.561,373,17.9,38.2
2025-10-25 01:43:47.322289,DL_RK_PURAM,28.5672,77.1822,288.55,519.38,124.95,28.37,6.093,330,25.3,47.2
2025-10-25 04:43:47.322289,DL_RK_PURAM,28.5672,77.1822,185.04,333.08,104.08,86.5,3.399,234,27.0,44.8
2025-10-25 07:43:47.322289,DL_RK_PURAM,28.5672,77.1822,128.8,231.84,109.63,78.36,5.25,188,25.3,48.1
2025-10-25 10:43:47.322289,DL_RK_PURAM,28.5672,77.1822,235.06,423.11,45.46,47.72,3.222,284,19.2,46.9
2025-10-25 13:43:47.322289,DL_RK_PURAM,28.5672,77.1822,177.21,318.98,76.08,56.41,2.616,226,14.1,46.2
2025-10-25 16:43:47.322289,DL_RK_PURAM,28.5672,77.1822,272.31,490.15,82.08,51.59,5.558,317,12.0,50.6
2025-10-25 22:43:47.322289,DL_RK_PURAM,28.5672,77.1822,264.24,475.63,47.05,48.89,3.287,311,18.9,47.0
2025-10-26 01:43:47.322289,DL_RK_PURAM,28.5672,77.1822,281.97,507.54,106.19,81.91,4.875,325,25.1,63.7
2025-10-26 04:43:47.322289,DL_RK_PURAM,28.5672,77.1822,269.78,485.6,60.66,25.53,4.543,315,25.1,61.9
2025-10-26 07:43:47.322289,DL_RK_PURAM,28.5672,77.1822,116.09,208.96,119.75,49.61,1.977,181,22.9,49.6
2025-10-26 10:43:47.322289,DL_RK_PURAM,28.5672,77.1822,238.56,429.41,67.79,46.51,5.274,288,18.0,51.2
2025-10-26 13:43:47.322289,DL_RK_PURAM,28.5672,77.1822,208.92,376.06,66.81,53.95,2.073,258,14.2,40.4
2025-10-26 16:43:47.322289,DL_RK_PURAM,28.5672,77.1822,143.81,258.85,59.52,61.76,4.833,196,12.0,38.2
2025-10-26 22:43:47.322289,DL_RK_PURAM,28.5672,77.1822,160.13,288.23,83.68,81.42,4.086,209,20.9,36.3
2025-10-27 01:43:47.322289,DL_RK_PURAM,28.5672,77.1822,339.04,610.27,121.11,67.11,5.35,370,25.2,61.5
2025-10-27 04:43:47.322289,DL_RK_PURAM,28.5672,77.1822,201.51,362.71,77.88,83.79,5.73,251,27.0,45.6
2025-10-27 07:43:47.322289,DL_RK_PURAM,28.5672,77.1822,122.71,220.89,107.44,44.24,5.366,185,23.6,47.7
2025-10-27 10:43:47.322289,DL_RK_PURAM,28.5672,77.1822,294.48,530.06,81.14,66.06,2.29,335,19.5,57.1
2025-10-27 13:43:47.322289,DL_RK_PURAM,28.5672,77.1822,240.75,433.34,62.34,31.7,1.611,290,14.8,54.3
2025-10-27 16:43:47.322289,DL_RK_PURAM,28.5672,77.1822,314.06,565.3,76.27,66.61,3.835,350,12.0,64.6
2025-10-27 22:43:47.322289,DL_RK_PURAM,28.5672,77.1822,386.88,696.39,100.61,53.3,3.513,409,17.5,56.5
2025-10-28 01:43:47.322289,DL_RK_PURAM,28.5672,77.1822,344.18,619.52,51.35,31.0,5.703,375,23.8,40.8
2025-10-28 04:43:47.322289,DL_RK_PURAM,28.5672,77.1822,294.72,530.5,63.13,49.85,1.826,335,26.3,50.6
2025-10-28 07:43:47.322289,DL_RK_PURAM,28.5672,77.1822,158.58,285.45,97.07,62.31,3.024,208,26.2,45.0
2025-10-28 10:43:47.322289,DL_RK_PURAM,28.5672,77.1822,259.18,466.53,124.53,71.33,4.122,307,19.7,56.9
2025-10-28 13:43:47.322289,DL_RK_PURAM,28.5672,77.1822,201.39,362.49,121.61,37.27,4.743,250,13.6,41.0
2025-10-28 16:43:47.322289,DL_RK_PURAM,28.5672,77.1822,273.27,491.89,52.73,56.53,5.054,318,12.0,45.4
2025-10-28 22:43:47.322289,DL_RK_PURAM,28.5672,77.1822,342.11,615.8,63.77,52.95,2.216,373,20.7,64.8
2025-10-29 01:43:47.322289,DL_RK_PURAM,28.5672,77.1822,345.79,622.41,88.2,83.94,3.949,376,26.4,53.7
2025-10-29 04:43:47.322289,DL_RK_PURAM,28.5672,77.1822,237.27,427.08,111.09,79.74,4.831,286,25.5,36.1
2025-10-29 07:43:47.322289,DL_RK_PURAM,28.5672,77.1822,136.87,246.36,66.05,50.21,1.912,192,23.9,63.1
2025-10-29 10:43:47.322289,DL_RK_PURAM,28.5672,77.1822,247.97,446.35,80.78,67.04,3.924,297,18.6,62.6
2025-10-29 13:43:47.322289,DL_RK_PURAM,28.5672,77.1822,249.91,449.83,124.37,84.6,2.48,299,13.3,62.9
2025-10-29 16:43:47.322289,DL_RK_PURAM,28.5672,77.1822,278.78,501.8,115.24,85.76,5.288,322,12.0,58.7
2025-10-29 22:43:47.322289,DL_RK_PURAM,28.5672,77.1822,294.51,530.11,51.47,53.21,2.316,335,18.2,55.8
2025-10-30 01:43:47.322289,DL_RK_PURAM,28.5672,77.1822,322.55,580.59,110.8,34.28,5.551,357,25.2,62.7
2025-10-30 04:43:47.322289,DL_RK_PURAM,28.5672,77.1822,229.22,412.6,93.5,78.54,2.322,278,26.9,50.1
2025-10-30 07:43:47.322289,DL_RK_PURAM,28.5672,77.1822,106.63,191.93,50.45,26.81,2.135,176,24.1,63.9
2025-10-30 10:43:47.322289,DL_RK_PURAM,28.5672,77.1822,309.21,556.58,122.27,55.27,2.966,347,19.2,50.2
2025-10-30 13:43:47.322289,DL_RK_PURAM,28.5672,77.1822,192.01,345.62,62.28,68.37,4.556,241,13.9,39.6
2025-10-30 16:43:47.322289,DL_RK_PURAM,28.5672,77.1822,269.74,485.53,107.46,57.19,1.773,315,12.0,64.8
2025-10-30 22:43:47.322289,DL_RK_PURAM,28.5672,77.1822,304.41,547.93,64.13,34.96,2.071,343,20.9,44.1
2025-10-31 01:43:47.322289,DL_RK_PURAM,28.5672,77.1822,307.94,554.29,100.37,29.36,3.894,346,23.1,64.9
2025-10-31 04:43:47.322289,DL_RK_PURAM,28.5672,77.1822,247.06,444.71,94.91,61.89,3.503,296,26.2,38.9
2025-10-31 07:43:47.322289,DL_RK_PURAM,28.5672,77.1822,196.86,354.34,80.98,38.62,3.228,246,26.2,47.4
2025-10-31 10:43:47.322289,DL_RK_PURAM,28.5672,77.1822,343.08,617.54,45.88,54.13,3.762,374,20.1,35.6
2025-10-31 13:43:47.322289,DL_RK_PURAM,28.5672,77.1822,259.95,467.91,105.82,34.6,4.016,307,12.4,41.5
2025-10-31 16:43:47.322289,DL_RK_PURAM,28.5672,77.1822,274.89,494.8,88.84,56.81,5.468,319,12.0,37.9
2025-10-31 22:43:47.322289,DL_RK_PURAM,28.5672,77.1822,321.63,578.94,57.0,47.73,4.966,356,19.0,49.3
2025-11-01 01:43:47.322289,DL_RK_PURAM,28.5672,77.1822,186.19,335.14,107.8,87.45,5.99,235,24.5,58.6
2025-11-01 04:43:47.322289,DL_RK_PURAM,28.5672,77.1822,107.65,193.76,100.05,55.63,2.697,177,26.3,60.2
2025-11-01 07:43:47.322289,DL_RK_PURAM,28.5672,77.1822,198.22,356.79,116.61,69.57,4.385,247,25.3,37.0
2025-11-01 10:43:47.322289,DL_RK_PURAM,28.5672,77.1822,216.84,390.31,57.01,76.62,3.907,266,19.1,55.4
2025-11-01 13:43:47.322289,DL_RK_PURAM,28.5672,77.1822,157.58,283.64,45.97,91.96,4.966,207,12.0,45.6
2025-11-01 16:43:47.322289,DL_RK_PURAM,28.5672,77.1822,214.01,385.23,72.98,79.23,4.608,263,12.0,40.6
2025-11-01 22:43:47.322289,DL_RK_PURAM,28.5672,77.1822,271.27,488.29,46.68,30.75,6.049,316,18.1,43.9
2025-11-02 01:43:47.322289,DL_RK_PURAM,28.5672,77.1822,269.82,485.68,94.97,51.74,2.467,315,25.7,38.6
2025-11-02 04:43:47.322289,DL_RK_PURAM,28.5672,77.1822,225.32,405.57,87.42,27.94,6.052,274,27.0,59.0
2025-11-02 07:43:47.322289,DL_RK_PURAM,28.5672,77.1822,134.17,241.51,123.4,67.13,4.237,191,23.8,57.4
2025-11-02 10:43:47.322289,DL_RK_PURAM,28.5672,77.1822,262.6,472.67,72.06,89.97,2.556,309,17.5,46.2
2025-11-02 13:43:47.322289,DL_RK_PURAM,28.5672,77.1822,215.09,387.16,80.15,67.91,5.932,264,13.1,42.2
2025-11-02 16:43:47.322289,DL_RK_PURAM,28.5672,77.1822,197.78,356.0,96.66,45.01,5.335,247,12.5,60.8
2025-11-02 22:43:47.322289,DL_RK_PURAM,28.5672,77.1822,212.77,382.99,118.51,42.66,5.049,262,20.4,48.8
2025-11-03 01:43:47.322289,DL_RK_PURAM,28.5672,77.1822,341.06,613.91,97.49,37.42,4.062,372,25.8,64.5
2025-11-03 04:43:47.322289,DL_RK_PURAM,28.5672,77.1822,258.98,466.17,48.45,36.54,2.119,306,27.0,56.8
2025-11-03 07:43:47.322289,DL_RK_PURAM,28.5672,77.1822,128.09,230.55,112.26,76.3,4.049,188,24.7,52.7
2025-11-03 10:43:47.322289,DL_RK_PURAM,28.5672,77.1822,344.87,620.77,68.8,64.55,4.738,375,19.0,61.2
2025-11-03 13:43:47.322289,DL_RK_PURAM,28.5672,77.1822,281.18,506.12,81.92,25.65,2.659,324,12.0,56.8
2025-11-03 16:43:47.322289,DL_RK_PURAM,28.5672,77.1822,302.43,544.37,52.93,53.1,5.26,341,13.0,41.1
2025-11-03 22:43:47.322289,DL_RK_PURAM,28.5672,77.1822,365.26,657.46,60.04,49.88,5.184,391,19.5,51.6
2025-11-04 01:43:47.322289,DL_RK_PURAM,28.5672,77.1822,337.21,606.97,105.88,27.47,5.005,369,22.7,41.1
2025-11-04 04:43:47.322289,DL_RK_PURAM,28.5672,77.1822,224.75,404.55,56.91,46.39,5.62,274,26.3,64.9
2025-11-04 07:43:47.322289,DL_RK_PURAM,28.5672,77.1822,166.01,298.82,80.89,75.54,5.665,215,24.1,52.8
2025-11-04 10:43:47.322289,DL_RK_PURAM,28.5672,77.1822,264.69,476.43,45.26,68.37,3.171,311,19.8,58.8
2025-11-04 13:43:47.322289,DL_RK_PURAM,28.5672,77.1822,159.15,286.48,92.06,58.67,4.519,208,12.0,36.9
2025-11-04 16:43:47.322289,DL_RK_PURAM,28.5672,77.1822,337.19,606.94,93.28,72.35,5.283,369,12.0,43.1
2025-11-04 22:43:47.322289,DL_RK_PURAM,28.5672,77.1822,378.71,681.67,84.86,30.39,1.775,402,20.3,45.0
2025-11-05 01:43:47.322289,DL_RK_PURAM,28.5672,77.1822,349.28,628.7,86.38,55.81,2.193,379,25.8,44.8
2025-11-05 04:43:47.322289,DL_RK_PURAM,28.5672,77.1822,267.8,482.04,52.09,40.44,4.312,313,26.7,57.1
2025-11-05 07:43:47.322289,DL_RK_PURAM,28.5672,77.1822,108.26,194.87,107.85,33.28,3.427,177,25.2,60.2
2025-11-05 10:43:47.322289,DL_RK_PURAM,28.5672,77.1822,395.58,712.05,90.75,66.14,2.367,416,18.5,45.9
2025-11-05 13:43:47.322289,DL_RK_PURAM,28.5672,77.1822,235.22,423.4,120.25,43.15,3.519,284,12.5,61.2
2025-11-05 16:43:47.322289,DL_RK_PURAM,28.5672,77.1822,204.77,368.58,59.89,81.19,3.653,254,12.4,49.5
2025-11-05 22:43:47.322289,DL_RK_PURAM,28.5672,77.1822,297.36,535.25,103.36,78.59,2.247,337,18.7,53.3
2025-11-06 01:43:47.322289,DL_RK_PURAM,28.5672,77.1822,392.31,706.16,105.11,70.99,5.996,413,23.2,37.1
2025-11-06 04:43:47.322289,DL_RK_PURAM,28.5672,77.1822,225.58,406.04,64.76,88.44,2.673,275,26.0,43.2
2025-11-06 07:43:47.322289,DL_RK_PURAM,28.5672,77.1822,141.08,253.95,80.98,79.37,1.807,195,25.7,49.6
2025-11-06 10:43:47.322289,DL_RK_PURAM,28.5672,77.1822,224.45,404.01,116.99,26.53,4.62,274,18.4,63.9
2025-11-06 13:43:47.322289,DL_RK_PURAM,28.5672,77.1822,264.95,476.91,119.95,28.66,3.468,311,13.6,42.8
2025-11-06 16:43:47.322289,DL_RK_PURAM,28.5672,77.1822,307.27,553.09,90.23,57.48,6.068,345,12.0,53.3
2025-11-06 22:43:47.322289,DL_RK_PURAM,28.5672,77.1822,248.29,446.92,54.13,35.59,2.559,297,18.4,42.5
2025-11-07 01:43:47.322289,DL_RK_PURAM,28.5672,77.1822,329.44,593.0,54.18,85.21,4.897,363,24.8,37.0
2025-11-07 04:43:47.322289,DL_RK_PURAM,28.5672,77.1822,275.53,495.96,88.48,30.72,3.654,320,27.0,49.5
2025-11-07 07:43:47.322289,DL_RK_PURAM,28.5672,77.1822,166.69,300.05,77.94,70.57,4.064,216,24.5,36.9
2025-11-07 10:43:47.322289,DL_RK_PURAM,28.5672,77.1822,357.58,643.64,109.51,57.15,1.744,385,19.1,58.6
2025-11-07 13:43:47.322289,DL_RK_PURAM,28.5672,77.1822,203.75,366.74,71.42,77.97,3.941,253,12.0,41.1
2025-11-07 16:43:47.322289,DL_RK_PURAM,28.5672,77.1822,243.54,438.36,115.37,85.94,2.622,293,12.5,48.5
2025-11-07 22:43:47.322289,DL_RK_PURAM,28.5672,77.1822,333.79,600.81,84.83,32.38,4.587,366,19.2,59.7
2025-11-08 01:43:47.322289,DL_RK_PURAM,28.5672,77.1822,237.95,428.31,107.05,92.51,2.458,287,24.2,50.7
2025-11-08 04:43:47.322289,DL_RK_PURAM,28.5672,77.1822,208.96,376.13,95.77,80.85,3.361,258,27.0,62.5
2025-11-08 07:43:47.322289,DL_RK_PURAM,28.5672,77.1822,85.2,153.36,57.64,73.71,5.228,165,24.8,44.5
2025-11-08 10:43:47.322289,DL_RK_PURAM,28.5672,77.1822,227.67,409.81,116.52,70.8,2.215,277,17.7,48.2
2025-11-08 13:43:47.322289,DL_RK_PURAM,28.5672,77.1822,156.04,280.88,51.68,86.77,5.277,205,13.8,50.2
2025-11-08 16:43:47.322289,DL_RK_PURAM,28.5672,77.1822,203.44,366.19,98.43,69.43,2.28,253,12.9,61.5
2025-11-08 22:43:47.322289,DL_RK_PURAM,28.5672,77.1822,241.94,435.49,57.98,25.88,4.131,291,18.7,50.8
2025-11-09 01:43:47.322289,DL_RK_PURAM,28.5672,77.1822,264.25,475.65,103.52,38.12,5.533,311,23.0,59.6
2025-11-09 04:43:47.322289,DL_RK_PURAM,28.5672,77.1822,185.22,333.4,101.82,47.0,3.714,234,27.0,59.6
2025-11-09 07:43:47.322289,DL_RK_PURAM,28.5672,77.1822,27.05,48.69,111.26,48.46,2.317,82,24.6,56.4
2025-11-09 10:43:47.322289,DL_RK_PURAM,28.5672,77.1822,216.75,390.15,53.05,41.79,2.167,266,20.3,45.4
2025-11-09 13:43:47.322289,DL_RK_PURAM,28.5672,77.1822,236.8,426.25,94.67,49.67,5.455,286,13.9,49.1
2025-11-09 16:43:47.322289,DL_RK_PURAM,28.5672,77.1822,193.73,348.72,95.73,33.84,4.678,243,12.9,44.8
2025-11-09 22:43:47.322289,DL_RK_PURAM,28.5672,77.1822,205.26,369.47,113.46,40.9,5.434,254,17.7,43.4
2025-11-10 01:43:47.322289,DL_RK_PURAM,28.5672,77.1822,329.47,593.04,100.53,60.89,2.935,363,25.2,41.4
2025-11-10 04:43:47.322289,DL_RK_PURAM,28.5672,77.1822,250.14,450.26,106.29,80.19,4.625,299,27.0,42.8
2025-11-10 07:43:47.322289,DL_RK_PURAM,28.5672,77.1822,156.41,281.55,98.66,64.23,2.022,206,26.3,48.4
2025-11-10 10:43:47.322289,DL_RK_PURAM,28.5672,77.1822,365.7,658.27,75.43,93.38,2.02,392,19.2,47.7
2025-11-10 13:43:47.322289,DL_RK_PURAM,28.5672,77.1822,224.77,404.59,104.19,89.27,2.816,274,12.0,60.8
2025-11-10 16:43:47.322289,DL_RK_PURAM,28.5672,77.1822,296.03,532.85,109.39,26.26,6.025,336,12.0,56.8
2025-11-10 22:43:47.322289,DL_RK_PURAM,28.5672,77.1822,288.08,518.54,111.35,44.71,5.602,330,18.2,38.4
2025-11-11 01:43:47.322289,DL_RK_PURAM,28.5672,77.1822,336.11,605.0,64.35,25.87,3.703,368,23.0,44.0
2025-11-11 04:43:47.322289,DL_RK_PURAM,28.5672,77.1822,303.11,545.6,68.78,45.99,4.993,342,27.0,36.4
2025-11-11 07:43:47.322289,DL_RK_PURAM,28.5672,77.1822,187.24,337.04,59.83,30.53,2.626,236,26.2,58.8
2025-11-11 10:43:47.322289,DL_RK_PURAM,28.5672,77.1822,389.84,701.72,91.62,94.68,5.522,411,17.1,50.6
2025-11-11 13:43:47.322289,DL_RK_PURAM,28.5672,77.1822,192.49,346.48,117.77,71.84,5.398,242,12.0,61.4
2025-11-11 16:43:47.322289,DL_RK_PURAM,28.5672,77.1822,285.04,513.07,86.4,55.13,2.99,327,12.0,48.0
2025-11-11 22:43:47.322289,DL_RK_PURAM,28.5672,77.1822,318.91,574.04,80.47,67.5,4.467,354,20.6,52.8
2025-11-12 01:43:47.322289,DL_RK_PURAM,28.5672,77.1822,376.37,677.46,63.99,60.87,1.99,400,25.5,46.5
2025-11-12 04:43:47.322289,DL_RK_PURAM,28.5672,77.1822,316.42,569.56,93.05,77.05,3.879,352,27.0,54.0
2025-11-12 07:43:47.322289,DL_RK_PURAM,28.5672,77.1822,142.2,255.95,65.35,50.33,3.721,195,22.9,36.4
2025-11-12 10:43:47.322289,DL_RK_PURAM,28.5672,77.1822,304.25,547.65,71.51,58.74,2.422,343,20.9,53.3
2025-11-12 13:43:47.322289,DL_RK_PURAM,28.5672,77.1822,201.89,363.4,61.56,61.16,1.526,251,12.5,35.2
2025-11-12 16:43:47.322289,DL_RK_PURAM,28.5672,77.1822,263.13,473.64,90.76,60.89,2.879,310,12.2,63.0
2025-11-12 22:43:47.322289,DL_RK_PURAM,28.5672,77.1822,268.38,483.08,51.97,68.19,2.035,314,18.6,45.4
2025-11-13 01:43:47.322289,DL_RK_PURAM,28.5672,77.1822,364.46,656.03,101.18,94.5,2.118,391,24.6,43.2
2025-11-13 04:43:47.322289,DL_RK_PURAM,28.5672,77.1822,230.44,414.79,78.75,53.77,5.766,280,26.6,56.4
2025-11-13 07:43:47.322289,DL_RK_PURAM,28.5672,77.1822,85.98,154.77,121.4,82.48,1.507,166,26.0,54.1
2025-11-13 10:43:47.322289,DL_RK_PURAM,28.5672,77.1822,357.22,643.0,65.61,29.17,4.338,385,17.2,55.6
2025-11-13 13:43:47.322289,DL_RK_PURAM,28.5672,77.1822,218.84,393.92,74.52,33.47,3.469,268,13.2,57.5
2025-11-13 16:43:47.322289,DL_RK_PURAM,28.5672,77.1822,239.86,431.74,51.41,49.83,5.926,289,12.0,55.1
2025-11-13 22:43:47.322289,DL_RK_PURAM,28.5672,77.1822,254.85,458.72,45.81,69.53,5.792,303,19.4,53.4
2025-11-14 01:43:47.322289,DL_RK_PURAM,28.5672,77.1822,377.86,680.14,102.92,33.44,5.742,401,26.2,37.0
2025-11-14 04:43:47.322289,DL_RK_PURAM,28.5672,77.1822,183.84,330.91,78.76,45.65,3.784,233,25.0,52.3
2025-11-14 07:43:47.322289,DL_RK_PURAM,28.5672,77.1822,153.57,276.43,54.84,64.1,3.113,203,22.8,56.9
2025-11-14 10:43:47.322289,DL_RK_PURAM,28.5672,77.1822,360.2,648.36,79.39,72.11,2.794,387,19.8,44.2
2025-11-14 13:43:47.322289,DL_RK_PURAM,28.5672,77.1822,246.67,444.01,80.71,80.89,5.365,296,14.5,60.7
2025-11-14 16:43:47.322289,DL_RK_PURAM,28.5672,77.1822,270.13,486.23,91.58,50.98,4.325,315,12.0,56.2
2025-11-14 22:43:47.322289,DL_RK_PURAM,28.5672,77.1822,330.89,595.61,74.96,36.68,3.523,364,19.8,39.3
2025-11-15 01:43:47.322289,DL_RK_PURAM,28.5672,77.1822,228.74,411.74,47.04,70.21,4.493,278,23.3,45.2
2025-11-15 04:43:47.322289,DL_RK_PURAM,28.5672,77.1822,203.38,366.08,77.77,46.79,4.682,252,25.3,53.2
2025-11-15 07:43:47.322289,DL_RK_PURAM,28.5672,77.1822,62.55,112.59,81.32,73.18,2.161,153,26.6,49.6
2025-11-15 10:43:47.322289,DL_RK_PURAM,28.5672,77.1822,217.37,391.26,85.44,92.48,3.306,266,17.1,36.2
2025-11-15 13:43:47.322289,DL_RK_PURAM,28.5672,77.1822,168.65,303.58,46.87,77.93,3.655,218,12.0,43.7
2025-11-15 16:43:47.322289,DL_RK_PURAM,28.5672,77.1822,191.83,345.29,54.29,91.91,2.976,241,12.6,61.7
2025-11-15 22:43:47.322289,DL_RK_PURAM,28.5672,77.1822,270.77,487.39,68.07,92.28,3.331,316,20.9,46.6
2025-11-16 01:43:47.322289,DL_RK_PURAM,28.5672,77.1822,255.85,460.53,88.31,35.79,4.102,304,24.0,51.3
2025-11-16 04:43:47.322289,DL_RK_PURAM,28.5672,77.1822,197.71,355.88,69.19,43.15,2.415,247,26.8,36.7
2025-11-16 07:43:47.322289,DL_RK_PURAM,28.5672,77.1822,131.96,237.52,66.62,92.65,4.121,190,24.0,45.4
2025-11-16 10:43:47.322289,DL_RK_PURAM,28.5672,77.1822,198.16,356.68,95.1,59.22,3.388,247,18.8,64.8
2025-11-16 13:43:47.322289,DL_RK_PURAM,28.5672,77.1822,181.76,327.17,94.87,64.86,4.417,231,14.9,41.0
2025-11-16 16:43:47.322289,DL_RK_PURAM,28.5672,77.1822,188.01,338.43,88.44,40.94,6.031,237,12.0,62.3
2025-11-16 22:43:47.322289,DL_RK_PURAM,28.5672,77.1822,219.61,395.29,87.67,85.9,2.114,269,19.9,58.7
2025-11-17 01:43:47.322289,DL_RK_PURAM,28.5672,77.1822,332.19,597.93,115.17,91.08,2.199,365,23.8,48.9
2025-11-17 04:43:47.322289,DL_RK_PURAM,28.5672,77.1822,215.86,388.54,83.67,85.45,4.267,265,27.0,46.3
2025-11-17 07:43:47.322289,DL_RK_PURAM,28.5672,77.1822,113.0,203.4,75.92,60.79,3.814,180,25.7,52.3
2025-11-17 10:43:47.322289,DL_RK_PURAM,28.5672,77.1822,295.27,531.48,123.46,53.53,5.389,335,20.5,57.9
2025-11-17 13:43:47.322289,DL_RK_PURAM,28.5672,77.1822,251.81,453.26,53.74,84.78,3.564,301,12.1,60.4
2025-11-17 16:43:47.322289,DL_RK_PURAM,28.5672,77.1822,279.09,502.36,50.0,86.84,3.607,322,12.6,50.3
2025-11-17 22:43:47.322289,DL_RK_PURAM,28.5672,77.1822,324.7,584.46,83.15,73.14,4.897,359,17.1,55.8
2025-11-18 01:43:47.322289,DL_RK_PURAM,28.5672,77.1822,329.21,592.58,68.95,50.11,5.281,363,23.2,43.4
2025-11-18 04:43:47.322289,DL_RK_PURAM,28.5672,77.1822,267.71,481.88,46.15,76.65,5.42,313,26.2,57.2
2025-11-18 07:43:47.322289,DL_RK_PURAM,28.5672,77.1822,169.75,305.56,105.27,78.82,4.595,219,23.2,58.0
2025-11-18 10:43:47.322289,DL_RK_PURAM,28.5672,77.1822,335.48,603.86,84.01,30.44,3.415,368,17.4,47.2
2025-11-18 13:43:47.322289,DL_RK_PURAM,28.5672,77.1822,272.39,490.31,72.91,32.77,5.299,317,12.0,63.4
2025-11-18 16:43:47.322289,DL_RK_PURAM,28.5672,77.1822,199.76,359.56,85.05,80.62,4.823,249,12.0,36.5
2025-11-18 22:43:47.322289,DL_RK_PURAM,28.5672,77.1822,306.99,552.59,77.23,45.67,2.592,345,17.3,43.4
2025-11-19 01:43:47.322289,DL_RK_PURAM,28.5672,77.1822,354.6,638.28,83.11,40.82,4.51,383,23.9,64.4
2025-11-19 04:43:47.322289,DL_RK_PURAM,28.5672,77.1822,221.83,399.3,73.63,70.35,2.078,271,27.0,61.7
2025-11-19 07:43:47.322289,DL_RK_PURAM,28.5672,77.1822,28.45,51.21,94.98,30.02,4.708,85,25.0,42.3
2025-11-19 10:43:47.322289,DL_RK_PURAM,28.5672,77.1822,328.77,591.79,110.8,81.28,4.097,362,19.9,50.6
2025-11-19 13:43:47.322289,DL_RK_PURAM,28.5672,77.1822,245.28,441.51,84.74,44.9,2.129,294,12.4,53.9
2025-11-19 16:43:47.322289,DL_RK_PURAM,28.5672,77.1822,255.14,459.26,104.89,47.23,1.501,303,12.0,50.3
2025-11-19 22:43:47.322289,DL_RK_PURAM,28.5672,77.1822,285.35,513.62,45.31,42.28,4.982,327,20.4,44.5
2025-11-20 01:43:47.322289,DL_RK_PURAM,28.5672,77.1822,327.63,589.73,73.82,43.93,5.461,361,23.1,44.4
2025-11-20 04:43:47.322289,DL_RK_PURAM,28.5672,77.1822,240.09,432.16,117.8,51.41,6.031,289,26.7,37.7
2025-11-20 07:43:47.322289,DL_RK_PURAM,28.5672,77.1822,156.97,282.55,84.51,52.14,4.474,206,25.4,56.1
2025-11-20 10:43:47.322289,DL_RK_PURAM,28.5672,77.1822,360.04,648.06,105.88,91.55,4.802,387,20.9,43.9
2025-11-20 13:43:47.322289,DL_RK_PURAM,28.5672,77.1822,279.03,502.26,107.55,70.09,1.726,322,12.0,45.8
2025-10-21 16:43:47.322289,DL_ANAND_VIHAR,28.6469,77.3157,376.46,677.64,61.71,50.81,3.238,400,12.0,36.6
2025-10-21 22:43:47.322289,DL_ANAND_VIHAR,28.6469,77.3157,531.25,956.26,78.32,82.55,5.497,524,20.1,41.4
2025-10-22 01:43:47.322289,DL_ANAND_VIHAR,28.6469,77.3157,556.57,1001.82,62.26,72.45,4.356,544,26.2,43.9
2025-10-22 04:43:47.322289,DL_ANAND_VIHAR,28.6469,77.3157,492.29,886.12,97.13,76.7,2.983,493,25.5,54.3
2025-10-22 07:43:47.322289,DL_ANAND_VIHAR,28.6469,77.3157,327.21,588.98,116.22,45.12,3.229,361,23.5,36.7
2025-10-22 10:43:47.322289,DL_ANAND_VIHAR,28.6469,77.3157,540.94,973.69,86.27,43.73,5.427,532,17.4,35.4
2025-10-22 13:43:47.322289,DL_ANAND_VIHAR,28.6469,77.3157,347.12,624.82,54.95,53.95,3.816,377,12.0,47.1
2025-10-22 16:43:47.322289,DL_ANAND_VIHAR,28.6469,77.3157,444.41,799.94,92.61,25.69,3.681,455,12.0,63.9
2025-10-22 22:43:47.322289,DL_ANAND_VIHAR,28.6469,77.3157,611.3,1100.33,106.92,79.1,3.95,588,18.2,64.3
2025-10-23 01:43:47.322289,DL_ANAND_VIHAR,28.6469,77.3157,580.05,1044.08,46.36,78.91,5.294,563,23.2,38.6
